org_id,org_name,url,hgnc_id,symbol,orphacode,country,org_type,registry_platform,registry_url,natural_history_study,data_elements_documented,irb_status,maturity_stage,coalitions,contact,status,source,reviewed_by,review_date,notes
,US MEF2C Foundation,,HGNC:6996,MEF2C,228384;576227;664416,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Together for the research on PCDH19,,HGNC:14270,PCDH19,33069;714652,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,United Mitochondrial Disease Foundation,https://www.umdf.org/,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,REDCap,https://rarediseasesnetwork.org/cms/namdc,,,,,,,candidate,epilepsylive_orgs,,,"POLG-related disorders (Alpers, MEMSA, ANS, PEO, MCHS); registry: NAMDC (North American Mitochondrial Disease Consortium) registry; UK MitoCohort"
,MitoAction,https://www.mitoaction.org/,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Lily Foundation (UK),https://www.thelilyfoundation.org.uk/,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Mito Foundation (AU),https://www.mito.org.au/,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,International Mito Patients,,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PolG Foundation,,HGNC:9179,POLG,254881;254886;254892;298;402082;70595;726;94125,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PPP2R5D Foundation,,HGNC:9312,PPP2R5D,457279,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PURA Foundation Australia,,HGNC:9701,PURA,314655;438216,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GrandPOPS,,HGNC:9701,PURA,314655;438216,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,international family network,,HGNC:21637,SATB2,251019;251028;576283,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,SATB2- genfundament,,HGNC:21637,SATB2,251019;251028;576283,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SATB2 Syndrome (2q33.1) Facebook Group,,HGNC:21637,SATB2,251019;251028;576283,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Dravet Syndrome UK,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Dravet Syndrome European Federation,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Dravet.org.au,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,multi-country,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Dravet Foundation,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ICE Epilepsy Alliance,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SCN2A Australia,,HGNC:10588,SCN2A,140927;178469;1934;2131;293181;306;33069;36387;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SCN2A Europe,,HGNC:10588,SCN2A,140927;178469;1934;2131;293181;306;33069;36387;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SCN2A Foundation,,HGNC:10588,SCN2A,140927;178469;1934;2131;293181;306;33069;36387;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Wishes for Elliott,https://scn8aalliance.org/,HGNC:10596,SCN8A,178469;306;442835;86909,,foundation,Foundation-hosted,https://scn8aalliance.org/scn8a-registry/,,,,,,info@scn8aalliance.org,candidate,epilepsylive_orgs,,,"SCN8A-related disorders (DEE13, BFIS5, ID); registry: Wishes for Elliott registry partnership; international SCN8A consortium"
,The Cute Syndrome Foundation,,HGNC:10596,SCN8A,178469;306;442835;86909,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SCN8A Alliance,,HGNC:10596,SCN8A,178469;306;442835;86909,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cute Syndrome Foundation,,HGNC:10596,SCN8A,178469;306;442835;86909,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Phelan-McDermid Foundation Europe,,HGNC:14294,SHANK3,662169;662172,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,22q13 Deletion Syndrome Foundation,,HGNC:14294,SHANK3,662169;662172,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,European STXBP1 Association,,HGNC:11444,STXBP1,495818;599373,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CURE SYNGAP1,,HGNC:11497,SYNGAP1,1942;442835;544254,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Tess Foundation,https://www.curetbck.org/,HGNC:28261,TBCK,488632,,foundation,REDCap,,yes,,,,,,candidate,epilepsylive_orgs,,,TBCK-related neurodegenerative disorder (TBCK encephaloneuropathy); registry: Cure TBCK registry; CHOP academic NH
,CureTBCK,,HGNC:28261,TBCK,488632,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,international family network,,HGNC:28261,TBCK,488632,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Fundación TBCK,,HGNC:28261,TBCK,488632,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TSC Alliance (US),https://www.tscalliance.org,HGNC:12362,TSC1,210159;269008;538;805,,foundation,REDCap,https://www.tscalliance.org/get-involved/participate-in-research/tsc-biosample-repository-and-natural-history-database/,yes,,,,,info@tscalliance.org,candidate,epilepsylive_orgs,,,Tuberous Sclerosis Complex (TSC1); registry: TSC Natural History Database (TSC Alliance); TOSCA (international cohort)
,Tuberous Sclerosis Association (UK),,HGNC:12362,TSC1,210159;269008;538;805,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Tuberous Sclerosis Australia,,HGNC:12362,TSC1,210159;269008;538;805,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,multi-country,,HGNC:12362,TSC1,210159;269008;538;805,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TS Alliance,,HGNC:12362,TSC1,210159;269008;538;805,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TS Alliance,,HGNC:12363,TSC2,210159;269001;269008;538;805;88924,,foundation,REDCap,https://www.tscalliance.org/get-involved/participate-in-research/tsc-biosample-repository-and-natural-history-database/,yes,,,,,info@tscalliance.org,candidate,epilepsylive_orgs,,,"Tuberous Sclerosis Complex (TSC2, most cases); registry: Same, TSC Natural History Database; TOSCA"
,Tuberous Sclerosis Association (UK),,HGNC:12363,TSC2,210159;269001;269008;538;805;88924,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Angelman Syndrome Foundation,https://www.angelman.org/,HGNC:12496,UBE3A,238446;411511;411515;98794;98795,,foundation,REDCap,https://angelman.org/contactregistry/,,,,,,info@angelman.org,candidate,epilepsylive_orgs,,,Angelman Syndrome; registry: LADDER database (Lifespan Angelman Database; ASF/FAST partnership); ASF Clinics network
,Angelman Syndrome UK,,HGNC:12496,UBE3A,238446;411511;411515;98794;98795,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Angelman Syndrome Alliance,,HGNC:12496,UBE3A,238446;411511;411515;98794;98795,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,YWHAG Foundation,https://www.ywhagfoundation.org/,HGNC:12852,YWHAG,442835,,foundation,Citizen,https://www.ywhagfoundation.org/patient-registry,,,,,,,candidate,epilepsylive_orgs,,,YWHAG-related developmental and epileptic encephalopathy (DEE56); registry: YWHAG Foundation patient registry (in development); Citizen Health
,International PDE Consortium,https://pdeonline.org/,HGNC:877,ALDH7A1,3006,,foundation,REDCap,https://pdeonline.org/,,,,,,,candidate,epilepsylive_orgs,,,Pyridoxine-Dependent Epilepsy (PDE-ALDH7A1); registry: International PDE Registry (pdeonline.org)
,PDE Foundation,,HGNC:877,ALDH7A1,3006,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureAP4 Foundation,https://www.cureap4.org/,HGNC:572,AP4B1,280763,,foundation,Foundation-hosted,https://clinicaltrials.gov/study/NCT04712812,yes,,,,,,candidate,epilepsylive_orgs,,,AP-4-Associated Hereditary Spastic Paraplegia (SPG47); registry: Boston Children's Hospital AP-4-HSP Registry & NH Study (NCT04712812)
,Cure SPG50 Foundation,https://www.curespg50.org/,HGNC:572,AP4B1,280763,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Tom Wahlig Stiftung,,HGNC:572,AP4B1,280763,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure AHC (US),https://ahckids.org,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,REDCap,https://ahckids.org/wp-content/uploads/2015/08/Flyer-ClinicalRegistry.pdf,,,,,,AHCFoundation@ahckids.org,candidate,epilepsylive_orgs,,,"ATP1A3-related disorders (AHC, RDP, CAPOS, D-DEMO); registry: AHC Patient Registry (Duke / AHC Foundation); international ATP1A3 Symposium cohorts"
,AHC Foundation (US),,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AHCUK,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AFSHA (FR),,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AHC Federation of Europe,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AHC Australia,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure AHC,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AHC Foundation,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AFSHA,,HGNC:801,ATP1A3,1171;2131;442835;71517,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DNM1 Epilepsy Project,https://dnm1epilepsy.org,HGNC:2972,DNM1,2382;442835,,foundation,Citizen,https://patient.citizenhealth.com/,,,,,,sali@dnm1epilepsy.com,candidate,epilepsylive_orgs,,,DNM1-related developmental and epileptic encephalopathy (DEE31A/B); registry: Citizen Health partnership
,country-specific groups,,HGNC:3091,DYRK1A,268261;464311,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KCNMA1 Channelopathy International Advocacy Foundation,https://kcnma1.org/,HGNC:6284,KCNMA1,664438;79137,,foundation,REDCap,,yes,,,,,,candidate,epilepsylive_orgs,,,"KCNMA1-related disorders (Liang-Wang syndrome / KCNMA1-channelopathy); registry: KCAF registry; academic NH (Univ. of Maryland, Meredith)"
,KCNT1 Epilepsy Foundation,https://kcnt1epilepsy.org/,HGNC:18865,KCNT1,293181;98784,,foundation,NORD IAMRARE,https://www.kcnt1epilepsy.org/registry-information-original/,,,,,,info@kcnt1epilepsy.org,candidate,epilepsylive_orgs,,,KCNT1-related epilepsies (EIMFS/MMPSI; ADNFLE/SHE; other DEEs); registry: KCNT1 Epilepsy Foundation Patient Registry
,All Things Kabuki,https://allthingskabuki.org/,HGNC:7133,KMT2D,2322;589856,,foundation,Citizen,,,,,,,,candidate,epilepsylive_orgs,,,Kabuki Syndrome (Type 1); registry: All Things Kabuki registry; Citizen Health partnership
,Kabuki Syndrome Foundation,https://kabukisyndrome.com/,HGNC:7133,KMT2D,2322;589856,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Kabuki UK,,HGNC:7133,KMT2D,2322;589856,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Lissencephaly Network,https://www.lissencephaly.org/,HGNC:8574,PAFAH1B1,217385;531;95232;99796,,foundation,Foundation-hosted,,,,,,,,candidate,epilepsylive_orgs,,,Lissencephaly 1 (LIS1; classical lissencephaly); Miller-Dieker syndrome; registry: Lissencephaly Network registry; academic cohorts
,Miller-Dieker Foundation,,HGNC:8574,PAFAH1B1,217385;531;95232;99796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,international families,,HGNC:8574,PAFAH1B1,217385;531;95232;99796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PNKP Disease Foundation,https://www.pnkpfoundation.org/ (verify),HGNC:9154,PNKP,101101;1934;459033,,foundation,Foundation-hosted,,yes,,,,,,candidate,epilepsylive_orgs,,,PNKP-related disorders (MCSZ; AOA4); registry: Foundation registry; academic NH
,AOA4-PNKP family network,,HGNC:9154,PNKP,101101;1934;459033,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Beyond Batten,,HGNC:9325,PPT1,699718;699734;699739;699745,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Taylor's Tale,,HGNC:9325,PPT1,699718;699734;699739;699745,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,movement disorder umbrellas,,HGNC:30500,PRRT2,306;36387;569;98809;98810;98811,,foundation,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,"PRRT2-related disorders (BFIE, PKD, ICCA, hemiplegic migraine); registry: Multiple academic cohorts"
,PTEN Hamartoma Tumor Syndrome Foundation (US),https://ptenfoundation.org/,HGNC:9588,PTEN,109;137608;145;201;210548;2969;494547;494550;500464;500478;502363;502366;65285;726807;79076,,foundation,Foundation-hosted,https://clinicaltrials.gov/study/NCT06462430,,,,,,,candidate,epilepsylive_orgs,,,"PTEN Hamartoma Tumor Syndrome (Cowden, Bannayan-Riley-Ruvalcaba); Macrocephaly-Autism Syndrome; registry: PTEN Foundation IRB-approved registry & biorepository; Yale Pediatric Patient Registry (NCT06462430); PtenTurkiye.org"
,PTEN Research (UK),https://www.ptenresearch.org/,HGNC:9588,PTEN,109;137608;145;201;210548;2969;494547;494550;500464;500478;502363;502366;65285;726807;79076,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PTEN Hamartoma Tumor Syndrome Foundation,,HGNC:9588,PTEN,109;137608;145;201;210548;2969;494547;494550;500464;500478;502363;502366;65285;726807;79076,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PTEN Research,,HGNC:9588,PTEN,109;137608;145;201;210548;2969;494547;494550;500464;500478;502363;502366;65285;726807;79076,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Pitt Hopkins Research Foundation,https://pitthopkins.org/,HGNC:11634,TCF4,171;178469;2896;98974,,foundation,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,Pitt-Hopkins Syndrome; registry: PHRF registry; international academic cohorts
,Pitt Hopkins UK,,HGNC:11634,TCF4,171;178469;2896;98974,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Beyond Batten,,HGNC:2073,TPP1,284324;699751;699761;699769,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,multiple country foundations,,HGNC:2073,TPP1,284324;699751;699761;699769,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Don't Forget Me Foundation (US),https://dontforgetmefoundation.org/,HGNC:28912,WDR45,329284;697160,,foundation,Foundation-hosted,https://www.bpanwarriors.org/rare-x | https://rare-x.org/bpan/ | Historical Ciitizen natural history study announcement: https://www.prweb.com/releases/BPAN_Warriors_Partners_with_Ciitizen_to_launch_a_groundbreaking_Natural_History_Study_to_accelerate_potential_treatments_for_rare_disease_BPAN/prweb17735181.htm,,,,,,info@bpanwarriors.org,candidate,epilepsylive_orgs,,,Beta-Propeller Protein-Associated Neurodegeneration (BPAN); SENDA; registry: NBIA international registry; BPAN-specific cohorts via Don't Forget Me
,NBIA Disorders Association,,HGNC:28912,WDR45,329284;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Don't Forget Me Foundation,,HGNC:28912,WDR45,329284;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Mowat-Wilson Syndrome Foundation (US),https://mowat-wilson.org/,HGNC:14881,ZEB2,261537;261552;626,,foundation,Matrix (Across Healthcare),https://mowat-wilson.org/matrix/,,,,,,,candidate,epilepsylive_orgs,,,"Mowat-Wilson Syndrome; registry: Mowat-Wilson Syndrome Foundation Matrix Portal & Registry (Across Healthcare platform, early adopter, launched Feb 2021)"
,Mowat-Wilson Syndrome Australia,,HGNC:14881,ZEB2,261537;261552;626,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,multiple country networks,,HGNC:14881,ZEB2,261537;261552;626,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Mowat-Wilson Syndrome Foundation,,HGNC:14881,ZEB2,261537;261552;626,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight,,HGNC:14561,ARHGEF9,163985,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,ARHGEF9-related epileptic encephalopathy (X-linked; hyperekplexia + epilepsy); registry: Academic cohorts only
,emerging community,https://vatpasealliance.org/,HGNC:851,ATP6V1A,357074;442835,,family group,,https://vatpasealliance.org/patient-registry-1,no,,,,,,candidate,epilepsylive_orgs,,,"ATP6V1A-related disorders (DEE93, cutis laxa); registry: Academic cohorts (Florence Italy)"
,v-ATPase Alliance,,HGNC:851,ATP6V1A,357074;442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Project CASK,https://www.projectcask.org/,HGNC:1497,CASK,163937;1934;777,,foundation,REDCap,https://www.caskgene.org/registry | https://www.caskgene.org/population,yes,,,,,hello@caskgene.org,candidate,epilepsylive_orgs,,,CASK-related disorders (MICPCH; FG syndrome 4; X-linked ID); registry: Project CASK registry partnership; international CASK NH cohort
,CASK Foundation,,HGNC:1497,CASK,163937;1934;777,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,The Brave Foundation,,HGNC:1497,CASK,163937;1934;777,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CSNK2B Foundation,https://csnk2bfoundation.org,HGNC:2460,CSNK2B,178469;689397,,foundation,,https://www.citizen.health/ai-advocate/csnk2b-foundation,no,,,,,,candidate,epilepsylive_orgs,,,Poirier-Bienvenu Neurodevelopmental Syndrome (POBINDS); registry: CSNK2B registry (Citizen Health; Simons Searchlight)
,CSNK2B Neurodevelopmental Syndrome Foundation,,HGNC:2460,CSNK2B,178469;689397,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DEAF1 family network,https://www.rorybelle.org,HGNC:14677,DEAF1,468620;714385,,family group,,,,,,,,hello@therorybellefoundation.org,candidate,epilepsylive_orgs,,,DEAF1-related neurodevelopmental disorder (Vulto-van Silfhout-de Vries syndrome); registry: Simons Searchlight; family registry
,Families of DAND (DEAF1 and Related Neurodevelopmental Disorders),,HGNC:14677,DEAF1,468620;714385,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DAND Alliance,,HGNC:14677,DEAF1,468620;714385,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DLG4 Foundation,,HGNC:2903,DLG4,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,DLG4-related synaptopathy (PSD-95 NDD); registry: Simons Searchlight; family registry
,DLG4 SHINE Foundation,,HGNC:2903,DLG4,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Finding Hope for FRRS1L,https://www.frrs1l.org,HGNC:1362,FRRS1L,88616,,foundation,,https://www.frrs1l.org/register,no,,,,,contact@FRRS1L.org,candidate,epilepsylive_orgs,,,FRRS1L-related epileptic encephalopathy (DEE37); registry: Academic only
,Cure GABA-A Variants,https://curegabaa.org/,HGNC:4075,GABRA1,307;33069;64280,,foundation,,No dedicated public patient registry identified in this pass,,,,,,,candidate,epilepsylive_orgs,,,"GABRA1-related epilepsies (Dravet-like, JME, DEE19); registry: Cure GABA-A Variants / Combined Brain biorepository"
,GABRA1 Village,,HGNC:4075,GABRA1,307;33069;64280,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure GABA-A Variants,https://curegabaa.org/,HGNC:4083,GABRB3,2382;64280,,foundation,,No dedicated public patient registry identified in this pass,,,,,,,candidate,epilepsylive_orgs,,,"GABRB3-related disorders (DEE43, CAE, Lennox-Gastaut); registry: Via Cure GABA-A Variants"
,GABRB3 Life Changes,,HGNC:4083,GABRB3,2382;64280,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GNB1 Advocacy Group / GNB1 family network,https://www.gnb1advocacy.org/,HGNC:4396,GNB1,488613,,family group,REDCap,https://www.gnb1advocacy.org/research/registry,,,,,,,candidate,epilepsylive_orgs,,,GNB1 Encephalopathy (NEDIM); registry: GNB1 family registry; Simons Searchlight
,GNB1 Advocacy Group,,HGNC:4396,GNB1,488613,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GNB1 Foundation,,HGNC:4396,GNB1,488613,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GNB1 Gene Disorder,,HGNC:4396,GNB1,488613,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4588,GRIN2D,442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,HNRNPU Foundation,https://www.hnrnp.org/,HGNC:5048,HNRNPU,238769,,foundation,Foundation-hosted,https://hnrnp.org/natural-history-study,,,,,,info@hnrnp.org,candidate,epilepsylive_orgs,,,HNRNPU-related neurodevelopmental disorder (DEE54); registry: Simons Searchlight; family registry
,HNRNP-Related Parent Connect,,HGNC:5048,HNRNPU,238769,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,HNRNPU Parent Connect,,HGNC:5048,HNRNPU,238769,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,KCNA2 Epilepsy Global Alliance,https://www.kcna2epilepsy.org,HGNC:6220,KCNA2,442835,,foundation,,https://www.kcna2epilepsy.org/kcna2-international-registry-natural-history-study/,no,,,,,kcna2epilepsy@gmail.com,candidate,epilepsylive_orgs,,,KCNA2-related epilepsies (DEE32); registry: Tübingen academic cohort
,KCNA2 Parent Connection,,HGNC:6220,KCNA2,442835,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Zimmermann-Laband Syndrome Foundation,https://www.curekcnh1.org/,HGNC:6250,KCNH1,3473;420561,,foundation,,https://www.curekcnh1.org/research | https://www.curekcnh1.org/updates,no,,,,,info@curekcnh1.org,candidate,epilepsylive_orgs,,,KCNH1-related disorders (Temple-Baraitser; Zimmermann-Laband); registry: Academic cohorts
,Temple-Baraitser Syndrome family network,,HGNC:6250,KCNH1,3473;420561,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure KCNH1,,HGNC:6250,KCNH1,3473;420561,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,NRXN1 Network,,HGNC:8008,NRXN1,600663,,foundation,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,"NRXN1-related disorders (autism, schizophrenia, Pitt-Hopkins-like); registry: Simons Searchlight; SPARK autism research"
,Nicolaides-Baraitser Syndrome Worldwide Foundation,https://nbsworldwide.org/,HGNC:11098,SMARCA2,3051;637013,,foundation,Foundation-hosted,,,,,,,,candidate,epilepsylive_orgs,,,Nicolaides-Baraitser Syndrome (NCBRS); Blepharophimosis-ID Syndrome; registry: NBS Worldwide registry; Simons Searchlight
,Coffin Siris Syndrome Facebook support group,,HGNC:11098,SMARCA2,3051;637013,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,NCBRS Worldwide Foundation,,HGNC:11098,SMARCA2,3051;637013,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SMC1A Foundation,,HGNC:11111,SMC1A,199;220386;3095;708203,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TBC1D24 Foundation,https://www.tbc1d24foundation.com/,HGNC:29203,TBC1D24,163727;293181;352587;352596;79500;86909;90635;90636,,foundation,Foundation-hosted,,,,,,,bridget@tbc1d24foundation.com; joeylynn@tbc1d24foundation.com,candidate,epilepsylive_orgs,,,TBC1D24-related disorders (DOORS; FIME; deafness; EIEE16); registry: TBC1D24 Foundation registry (small)
,TRIO Family Foundation,,HGNC:12303,TRIO,476126,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,TRIO-related neurodevelopmental disorder (NDD with epilepsy); registry: Simons Searchlight; family registry
,autism research overlap,,HGNC:12303,TRIO,476126,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight TRIO Facebook community,,HGNC:12303,TRIO,476126,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,WAC Family Foundation,,HGNC:17327,WAC,284169;466950,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,WAC-related neurodevelopmental disorder (DESSH; DeSanto-Shinawi); registry: Simons Searchlight; family registry
,DeSanto-Shinawi Society,,HGNC:17327,WAC,284169;466950,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DESSH Foundation,,HGNC:17327,WAC,284169;466950,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,WWOX Foundation,https://wwoxfoundation.org/ (verify),HGNC:12799,WWOX,251510;284282;708171;99977,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,WWOX-related developmental and epileptic encephalopathy (DEE28; SCAR12); registry: Academic cohorts; Florey/Melbourne
,family network,,HGNC:12799,WWOX,251510;284282;708171;99977,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,WWOX Foundation AUS,,HGNC:12799,WWOX,251510;284282;708171;99977,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,WWOX Foundation EU,,HGNC:12799,WWOX,251510;284282;708171;99977,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,WWOX Foundation USA,,HGNC:12799,WWOX,251510;284282;708171;99977,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CDG CARE,https://cdgcare.com/,HGNC:30881,ALG13,324422;777,,foundation,NIH RDCRN,Historical CDG Connect Patient Insights Network (PIN) poster: https://cdgcare.org/wp-content/uploads/2021/02/NIH-2021-RDD-CDG-CARE-Poster.pdf ; Family Resource Network intake: https://cdgcare.org/register-with-cdg-care/,,,,,,info@cdgcare.org,candidate,epilepsylive_orgs,,,ALG13-CDG / DEE36 (X-linked); registry: Frontiers in CDG (FCDGC) NIH RDCRN registry
,Cure SPG50 Foundation,https://www.curespg50.org/,HGNC:574,AP4M1,280763,,foundation,Foundation-hosted,https://clinicaltrials.gov/study/NCT04712812,,,,,,,candidate,epilepsylive_orgs,,,"AP-4-Associated Hereditary Spastic Paraplegia (SPG50); registry: Same, BCH AP-4-HSP Registry NCT04712812"
,CureAP4,,HGNC:574,AP4M1,280763,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Tom Wahlig Stiftung,,HGNC:574,AP4M1,280763,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Some shared infrastructure with ATP1A3 communities,,HGNC:800,ATP1A2,2131;442835;569,,foundation,REDCap,,no,,,,,,candidate,epilepsylive_orgs,,,ATP1A2-related disorders (Familial Hemiplegic Migraine 2; AHC; DEE98); registry: Academic cohorts; AHC Foundation registry covers some ATP1A2 cases
,Migraine Research Foundation overlap,,HGNC:800,ATP1A2,2131;442835;569,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
